title,info,file,expires,tags,usage,country
"Metribuzin Mx, herbicide","Metribuzin Mx, herbicide",CA_Metribuzin_Mx_75_DF_pkg_bdg_en_pms.eps,Never,"Canada, Metribuzin Mx, herbicide","Black, PMS 285 C Blue, PMS 349 C Green, PMS 376 C Green",Canada
"Metribuzin Mx, herbicide","Metribuzin Mx, herbicide",CA_Metribuzin_Mx_75_DF_pkg_txt_en_pms.eps,Never,"Canada, Metribuzin Mx, herbicide","Black, PMS 285 C Blue, PMS 349 C Green",Canada
CURZATE 60 WG FUNGICIDE,Curzate 60 WG,GB_Curzate_60_WG_pkg_bdg_es_pms.eps,Never,"U.K, Curzate 60 WG, Fungicide, Cymoxanil , English, Fungicide","PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
CURZATE 60 WG FUNGICIDE,Curzate 60 WG,GB_Curzate_60_WG_pkg_txt_es_pms.eps,Never,"U.K, Curzate 60 WG, Fungicide, Cymoxanil , English, Fungicide","PMS 519 C Purple, PMS 285 C Blue, Black",
Esteron T Herbicide,Esteron T,GB_Esteron_T_pkg_bdg_en_pms.eps,Never,"U.K, Esteron T, Herbicide, Florasulam, 2.4 D, English, Herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Esteron T Herbicide,Esteron T,GB_Esteron_T_pkg_txt_en_pms.eps,Never,"U.K, Esteron T, Herbicide, Florasulam, 2.4 D, English, Herbicide","PMS 349 C Green, PMS 285 C Blue, Black",
Colex-D Herbicide,Colex-D Herbicide,AU_Colex-D_pkg_txt_en_pms.eps,Never,"English, Colex-D, Herbicide, Australia","PMS 349 C Green, PMS 285 C Blue, Black",Australia
Colex-D Herbicide,Colex-D Herbicide,AU_Colex-D_pkg_bdg_en_pms.eps,Never,"English, Colex-D, Herbicide, Australia","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Australia
Transform Insecticida,NA,CO_Transform_pkg_txt_es_pms.eps,Never,"Colombia, Transform Insecticide, Spanish, Insecticida","Black, PMS 158 C Orange",Colombia
"Corte, GYOMIRTÓ SZER",Corte SE,HU_Corte_pkg_txt_hu_pms.eps,Never,"Hungary, Corte SE, GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",Hungary
"Corte, GYOMIRTÓ SZER",Corte SE,HU_Corte_pkg_bdg_hu_pms.eps,Never,"Hungary, Corte SE, GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Hungary
"VYDATE 10 L, nematocide",Vydate 10 L NEMATOCIDE - Bulgaria,BG_VYDATE_10_L_pkg_bdg_bg_pms.eps,Never,"BULGARIA, Видейт 10 Г, НЕМАТОЦИД, BULGARIAN, NEMATOCIDE, VYDATE 10L","PMS 731 C Brown, PMS 4645 C Brown, PMS 285 C Blue, Black",
"VYDATE 10 L, nematocide",Vydate 10 L NEMATOCIDE - Bulgaria,BG_VYDATE_10_L_pkg_txt_bg_pms.eps,Never,"BULGARIA, Видейт 10 Г, НЕМАТОЦИД, BULGARIAN, NEMATOCIDE, VYDATE 10L","PMS 731 C Brown, PMS 285 C Blue, Black",
Curzate 60 WG FUNGICIDE,Curzate 60 WG,DE_Curzate_60_WG_pkg_txt_de_pms.eps,Never,"Germany, Curzate 60 WG, Fungizid, Cymoxanil, German, Fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",Germany
Curzate 60 WG FUNGICIDE,Curzate 60 WG,DE_Curzate_60_WG_pkg_bdg_de_pms.eps,Never,"Germany, Curzate 60 WG, Fungizid, Cymoxanil, German, Fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Germany
Salibro Remeklel active Nematicida,NA,MX_Salibro_Reklemel_active_pkg_bdg_es_pms.eps,Never,"Mexico, Salibro™ Remeklel™ active , Spanish, Nematicida","Black, PMS 731 C Brown, PMS 4645 C Brown, PMS 285 C Blue",Mexico
Salibro Remeklel active Nematicida,NA,MX_Salibro_Reklemel_active_pkg_txt_es_pms.eps,Never,"Mexico, Salibro™ Remeklel™ active , Spanish, Nematicida","Black, PMS 731 C Brown, PMS 285 C Blue",Mexico
Lumiposa SEED APPLIED INSECTICIDE,"Lumiposa, Seed applied insecticide - Slovenia",SI_Lumiposa_pkg_txt_si_pms.eps,Never,"Slovenia, Lumiposa; INSEKTICID ZA TRETIRANJE SEMENA ; Slovenian, Seed applied insecticide","Black, PMS 7549 C Gold, PMS 285 C Blue",Slovenia
Lumiposa SEED APPLIED INSECTICIDE,"Lumiposa, Seed applied insecticide - Slovenia",SI_Lumiposa_pkg_bdg_si_pms.eps,Never,"Slovenia, Lumiposa; INSEKTICID ZA TRETIRANJE SEMENA ; Slovenian, Seed applied insecticide","Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",Slovenia
Lumiposa SEED APPLIED INSECTICIDE,"Lumiposa, Seed applied insecticide - Croatia",HR_Lumiposa_pkg_txt_hr_pms.eps,Never,"Croatia, Lumiposa; INSEKTICID ZA TRETIRANJE SJEMENA; Croatian, Seed applied insecticide","Black, PMS 7549 C Gold, PMS 285 C Blue",Croatia
Lumiposa SEED APPLIED INSECTICIDE,Lumiposa; Seed applied insecticide - Serbia,CS_Lumiposa_pkg_bdg_sr_pms.eps,Never,Serbia; Lumiposa; Insekticid za tretiranje semena; Serbian; Seed applied insecticide,"Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",Serbia
Tandem Coadyuvante,NA,MX_Tandem_pkg_txt_es_pms.eps,Never,"Mexico, Tandem™, coadyuvante, Spanish","Black, PMS 214 C Pink, PMS 285 C Blue",Mexico
Tandem Coadyuvante,NA,MX_Tandem_pkg_bdg_es_pms.eps,Never,"Mexico, Tandem™, coadyuvante, Spanish","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Mexico
SI_Lancelot_Super_pkg_bdg_si_pms.eps,Lancelot™ SUPER; HERBICIDE - Slovenia,SI_Lancelot_Super_pkg_bdg_si_pms.eps,Never,"Slovenia, Lancelot™ SUPER; HERBICID; Slovenian; Herbicide","Black, PMS 285 C Blue, PMS 361 C Green, PMS 376 C Green",Slovenia
"Lancelot SUPER, HERBICIDE",Lancelot™ SUPER; HERBICIDE - Slovenia,SI_Lancelot_Super_pkg_txt_si_pms.eps,Never,"Slovenia, Lancelot™ SUPER; HERBICID; Slovenian; Herbicide","Black, PMS 285 C Blue, PMS 361 C Green",Slovenia
Metcostar 60 Fungicide,Metcostar 60,FR_Metcostar_60_pkg_bdg_fr_pms.eps,Never,"France, Metcostar 60, Fongicide, Metconazole, French, Fungicide","Black, PMS 285 C Blue, PMS 519 C Purple, PMS 514 C Purple",France
Metcostar 60 Fungicide,Metcostar 60,FR_Metcostar_60_pkg_txt_fr_pms.eps,Never,"France, Metcostar 60, Fongicide, Metconazole, French, Fungicide","Black, PMS 285 C Blue, PMS 519 C Purple",France
EXALT Insecticide,"Exalt, INSECTICIDE - Bulgaria",BG_Exalt_pkg_bdg_bg_pms.eps,Never,"BULGARIA, Екзалт™, ИНСЕКТИЦИД, BULGARIAN, Insecticide,","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
EXALT Insecticide,"Exalt, INSECTICIDE - Bulgaria",BG_Exalt_pkg_txt_bg_pms.eps,Never,"BULGARIA, Екзалт™, ИНСЕКТИЦИД, BULGARIAN, Insecticide,","Black, PMS 158 C Orange, PMS 285 C Blue",
Norios FUNGICIDE,"Norios, FUNGICIDA - Spain",ES_Norios_pkg_bdg_es_pms.eps,Never,"Spain, Norios, FUNGICIDA, Spanish, Fungicide","Black, PMS 285 C Blue, PMS 519 C Purple, PMS 514 C Purple",Spain
Norios FUNGICIDE,"Norios, FUNGICIDA - Spain",ES_Norios_pkg_txt_es_pms.eps,Never,"Spain, Norios, FUNGICIDA, Spanish, Fungicide","Black, PMS 285 C Blue, PMS 519 C Purple",Spain
"Indar 5%EW, fungicide",Arabic,EG_Indar_5_EW_pkg_bdg_ar_pms.eps,Never,"Indar 5%EW , fungicide, Arabic , Egypt","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Egypt
"Indar 5%EW, fungicide",Arabic,EG_Indar_5_EW_pkg_txt_ar_pms.eps,Never,"Indar 5%EW , fungicide, Arabic , Egypt","Black, PMS 513 C Purple, PMS 285 C Blue",Egypt
Instinct NXTGEN Nitrogen Stabilizer,Instinct NXTGEN Nitrogen Stabilizer Optinyte technology,US_Instinct_NXTGEN_Optinyte_technology_pkg_bdg_en_pms.eps,Never,"United States, Instinct NXTGEN Nitrogen Stabilizer, Optinyte technology, English, nitrogen stabilizer","Black, PMS 285 C Blue, PMS 322 C Blue, PMS 3262 C Blue",United States
Instinct NXTGEN Nitrogen Stabilizer,Instinct NXTGEN Nitrogen Stabilizer Optinyte technology,US_Instinct_NXTGEN_Optinyte_technology_pkg_txt_en_pms.eps,Never,"United States, Instinct NXTGEN Nitrogen Stabilizer, Optinyte technology, English, nitrogen stabilizer","Black, PMS 285 C Blue, PMS 322 C Blue",United States
Codacide Adjuvant,"Codacide®, ADJUVANT - Spain",ES_Codacide_pkg_bdg_es_pms.eps,Never,"Spain, Codacide®, ADJUVANT, Spanish","Black, PMS 285 C Blue, PMS 214 C PINK, PMS 708 C PINK",Spain
Codacide Adjuvant,"Codacide®, ADJUVANT - Spain",ES_Codacide_pkg_txt_es_pms.eps,Never,"Spain, Codacide®, ADJUVANT, Spanish","Black, PMS 285 C Blue, PMS 214 C PINK",Spain
Rezuvant Herbicide,Rezuvant Herbicide with Arylex active,US_Rezuvant_with_Arylex_active_pkg_bdg_en_pms.eps,Never,"United States, Rezuvant Herbicide with Arylex active, English, herbicide","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",United States
Rezuvant Herbicide,Rezuvant Herbicide with Arylex active,US_Rezuvant_with_Arylex_active_pkg_txt_en_pms.eps,Never,"United States, Rezuvant Herbicide with Arylex active, English, herbicide","Black, PMS 349 C Green, PMS 285 C Blue",United States
ProClova Herbicide,ProClova Herbicide with Rinskor active,US_ProClova_with_Rinskor_active_pkg_bdg_en_pms.eps,Never,"United States, ProClova Herbicide with Rinskor active, English, herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",United States
ProClova Herbicide,ProClova Herbicide with Rinskor active,US_ProClova_with_Rinskor_active_pkg_txt_en_pms.eps,Never,"United States, ProClova Herbicide with Rinskor active, English, herbicide","Black, PMS 340 C Green, PMS 285 C Blue",United States
Accent 40 OD Herbicide,Accent 40 OD,NL_Accent_40_OD_pkg_bdg_nl_pms.eps,Never,"The Netherlands, Accent 40 OD, Herbicide, Nicosulfuron, Dutch Herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Netherlands
Accent 40 OD Herbicide,Accent 40 OD,NL_Accent_40_OD_pkg_txt_nl_pms.eps,Never,"The Netherlands, Accent 40 OD, Herbicide, Nicosulfuron, Dutch Herbicide","PMS 349 C Green, PMS 285 C Blue, Black",Netherlands
Rainbow 2.5 % OD Herbicide,رينبو 2.5 % مركز زيتي قابل للانتشار في الماء,EG_Rainbow_2_5_OD_pkg_txt_ar_pms.eps,Never,"Rainbow 2.5 % OD Herbicide , رينبو, 2.5 % مركز زيتي قابل للانتشار في الماء, , Arabic, Egypt","PMS 361 C Green, PMS 285 C Blue, Black",Egypt
Rainbow 2.5 % OD Herbicide,رينبو 2.5 % مركز زيتي قابل للانتشار في الماء,EG_Rainbow_2_5_OD_pkg_bdg_ar_pms.eps,Never,"Rainbow 2.5 % OD Herbicide , رينبو, 2.5 % مركز زيتي قابل للانتشار في الماء, , Arabic, Egypt","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Egypt
Indar 5 % EW Fungicide,اندار 5 % مستحلب زيتي في الماء,EG_Indar_5_EW_pkg_bdg_ar_pms.eps,Never,"Indar 5 % EW Fungicide, اندار, 5 % مستحلب زيتي في الماء, , Arabic, Egypt","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Egypt
Indar 5 % EW Fungicide,اندار 5 % مستحلب زيتي في الماء,EG_Indar_5_EW_pkg_txt_ar_pms.eps,Never,"Indar 5 % EW Fungicide, اندار, 5 % مستحلب زيتي في الماء, , Arabic, Egypt","Black, PMS 158 C Orange, PMS 285 C Blue",Egypt
Gallant Super 10.8% EC Herbicide,جالنت سوبر 10.8 % مركز قابل للاستحلاب,EG_Gallant_Super_10.8_EC_pkg_bdg_ar_pms.eps,Never,"Gallant Super 10.8% EC Herbicide, جالنت سوبر, 10.8% مركز قابل للاستحلاب, , Arabic, Egypt","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Egypt
Gallant Super 10.8% EC Herbicide,جالنت سوبر 10.8 % مركز قابل للاستحلاب,EG_Gallant_Super_10.8_EC_pkg_txt_ar_pms.eps,Never,"Gallant Super 10.8% EC Herbicide, جالنت سوبر, 10.8% مركز قابل للاستحلاب, , Arabic, Egypt","PMS 361 C Green, PMS 285 C Blue, Black",Egypt
Peacoq Fungicide,Peacoq,IE_Peacoq_Inatreq_active_pkg_bdg_en_pms.eps,Never,"Ireland, Peacoq, fungicide, Fenpicoxamide, English, Fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Ireland
Peacoq Fungicide,Peacoq,IE_Peacoq_Inatreq_active_pkg_txt_en_pms.eps,Never,"Ireland, Peacoq, fungicide, Fenpicoxamide, English, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Ireland
Sullicab BIOSTIMULANT,"Sullicab™, BIOSTIMULANT - Spain, Portugal",ES_Sullicab_pkg_txt_es_pms.eps,Never,"Spain, Portugal, Sullicab™, BIOFERTILIZANTE, Spanish, Portuguese, BIOSTIMULANT","Black, PMS 214 C Pink, PMS 285 C Blue",Spain
Sullicab BIOSTIMULANT,"Sullicab™, BIOSTIMULANT - Spain, Portugal",ES_Sullicab_pkg_bdg_es_pms.eps,Never,"Spain, Portugal, Sullicab™, BIOFERTILIZANTE, Spanish, Portuguese, BIOSTIMULANT","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Spain
HighNoon Herbicide,HighNoon Herbicide with Rinskor active,US_HighNoon_with_Rinskor_Active_pkg_txt_en_pms.eps,Never,"United States, HighNoon Herbicide, with Rinskor active, English, herbicide","PMS 340 C Green, PMS 285 C Blue, Black",United States
HighNoon Herbicide,HighNoon Herbicide with Rinskor active,US_HighNoon_with_Rinskor_Active_pkg_bdg_en_pms.eps,Never,"United States, HighNoon Herbicide, with Rinskor active, English, herbicide","PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue, Black",United States
EcoDrive Herbicide,EcoDrive Rinskor active Herbicide,US_EcoDrive_Rinskor_Active_pkg_txt_en_pms.eps,Never,"United States, EcoDrive Herbicide, Rinskor active, English, herbicide","PMS 340 C Green, PMS 285 C Blue, Black",United States
EcoDrive Herbicide,EcoDrive Rinskor active Herbicide,US_EcoDrive_Rinskor_Active_pkg_bdg_en_pms.eps,Never,"United States, EcoDrive Herbicide, Rinskor active, English, herbicide","PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue, Black",United States
Lontrel Grand herbicide,"Лонтрел Гранд, Гербицид",RU_Lontrel_Grand_pkg_bdg_ru_pms.eps,Never,"Russia, Лонтрел Гранд, Гербицид, Russian, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Lontrel Grand herbicide,"Лонтрел Гранд, Гербицид",RU_Lontrel_Grand_pkg_txt_ru_pms.eps,Never,"Russia, Лонтрел Гранд, Гербицид, Russian, Herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Topshot herbicide,"Топшот, Гербицид",RU_Topshot_pkg_bdg_ru_pms.eps,Never,"Russia, Топшот, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Topshot herbicide,"Топшот, Гербицид",RU_Topshot_pkg_txt_ru_pms.eps,Never,"Russia, Топшот, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",
Derbi 175 herbicide,"Дерби 175, Гербицид",RU_Derbi_175_pkg_bdg_ru_pms.eps,Never,"Russia, Дерби 175, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Derbi 175 herbicide,"Дерби 175, Гербицид",RU_Derbi_175_pkg_txt_ru_pms.eps,Never,"Russia, Дерби 175, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",
Pallas 45 herbicide,"Паллас 45, Гербицид",RU_Pallas_45_pkg_bdg_ru_pms.eps,Never,"Russia, Паллас 45, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Pallas 45 herbicide,"Паллас 45, Гербицид",RU_Pallas_45_pkg_txt_ru_pms.eps,Never,"Russia, Паллас 45, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",
Trend 90 Surfactant,Trend 90,HU_Trend_90_pkg_txt_hu_pms.eps,Never,"Hungary, Trend 90, SEGÉDANYAG, Hungarian, Surfactand Trend 90","PMS 214 C Pink, PMS 285 C Blue, Black",Hungary
Trend 90 Surfactant,Trend 90,HU_Trend_90_pkg_bdg_hu_pms.eps,Never,"Hungary, Trend 90, SEGÉDANYAG, Hungarian, Surfactand Trend 90","PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue, Black",Hungary
Vivolt Surfactant,Vivolt,HU_Vivolt_pkg_txt_hu_pms.eps,Never,"Hungary, Vivolt, Hungarian, Surfactant","PMS 214 C Pink, PMS 285 C Blue, Black",Hungary
Vivolt Surfactant,Vivolt,HU_Vivolt_pkg_bdg_hu_pms.eps,Never,"Hungary, Vivolt, Hungarian, Surfactant","PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue, Black",Hungary
Quid Oil Adjuvant,Quid Oil Coadyuvante,AR_Quid_Oil_pkg_txt_es_pms.eps,Never,"Argentina, Quid Oil, coadyuvante, spanish, adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Argentina
"Zorvec Entecta, FUNGICIDE","Zorvec Entecta, FUNGICIDE - Bosnia and Herzegovina;",BA_Zorvec_Entecta_pkg_bdg_bs_pms.eps,Never,Bosnia and Herzegovina; Zorvec Entecta; FUNGICID; Bosnian; Fungicide,"PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
"Zorvec Entecta, FUNGICIDE","Zorvec Entecta, FUNGICIDE - Bosnia and Herzegovina;",BA_Zorvec_Entecta_pkg_txt_bs_pms.eps,Never,Bosnia and Herzegovina; Zorvec Entecta; FUNGICID; Bosnian; Fungicide,"PMS 513 C Purple, PMS 285 C Blue, Black",
"Zorvec Vinabel, FUNGICIDE","Zorvec VINABEL, FUNGICIDE - Bosnia and Herzegovina;",BA_Zorvec Vinabel_pkg txt_bs_pms.eps,Never,Bosnia and Herzegovina; Zorvec VINABEL; FUNGICID; Bosnian; Fungicide,"PMS 513 C Purple, PMS 285 C Blue, Black",
"Zorvec Vinabel, FUNGICIDE","Zorvec VINABEL, FUNGICIDE - Bosnia and Herzegovina;",BA_Zorvec Vinabel_pkg bdg_bs_pms.eps,Never,Bosnia and Herzegovina; Zorvec VINABEL; FUNGICID; Bosnian; Fungicide,"PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
"Quelex, HERBICIDE","Quelex, HERBICIDE - Bosnia and Herzegovina;",BA_Quelex_Arylex_active_pkg_bdg_bs_pms.eps,Never,Bosnia and Herzegovina; Quelex; HERBICID; Bosnian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
"Quelex, HERBICIDE","Quelex, HERBICIDE - Bosnia and Herzegovina;",BA_Quelex_Arylex_active_pkg_txt_bs_pms.eps,Never,Bosnia and Herzegovina; Quelex; HERBICID; Bosnian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",
"Curzate 60 WG, FUNGICIDE","Curzate 60 WG, FUNGICIDE - Croatia",HR_Curzate_60_WG_pkg_bdg_hr_pms.eps,Never,Croatia; Curzate 60 WG; FUNGICID; Croatian; Fungicide,"PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Croatia
"Curzate 60 WG, FUNGICIDE","Curzate 60 WG, FUNGICIDE - Croatia",HR_Curzate_60_WG_pkg_txt_hr_pms.eps,Never,Croatia; Curzate 60 WG; FUNGICID; Croatian; Fungicide,"PMS 513 C Purple, PMS 285 C Blue, Black",Croatia
"Kelvin OD, HERBICIDE","Kelvin OD, HERBICIDE - Slovenia;",SI_Kelvin_OD_pkg_txt_sl_pms.eps,Never,Slovenia; Kelvin OD; HERBICID; Slovenian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",Slovenia
"Kelvin OD, HERBICIDE","Kelvin OD, HERBICIDE - Slovenia;",SI_Kelvin_OD_pkg_bdg_sl_pms.eps,Never,Slovenia; Kelvin OD; HERBICID; Slovenian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Slovenia
"Kelvin, HERBICIDE","Kelvin, HERBICIDE - Slovenia",SI_Kelvin_pkg_bdg_sl_pms.eps,Never,Slovenia; Kelvin; HERBICID; Slovenian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Slovenia
"Kelvin, HERBICIDE","Kelvin, HERBICIDE - Slovenia",SI_Kelvin_pkg_txt_sl_pms.eps,Never,Slovenia; Kelvin; HERBICID; Slovenian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",Slovenia
"Kelvin 40 OD, HERBICIDE","Kelvin 40 OD, HERBICIDE - Croatia",HR_Kelvin_40_OD_pkg_txt_hr_pms.eps,Never,Croatia; Kelvin 40 OD; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",Croatia
"Kelvin 40 OD, HERBICIDE","Kelvin 40 OD, HERBICIDE - Croatia",HR_Kelvin_40_OD_pkg_bdg_hr_pms.eps,Never,Croatia; Kelvin 40 OD; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Croatia
"Kelvin 40 SC, HERBICIDE","Kelvin 40 SC, HERBICID - Croatia",HR_Kelvin_40_SC_pkg_bdg_hr_pms.eps,Never,Croatia; Kelvin 40 SC; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Croatia
"Kelvin 40 SC, HERBICIDE","Kelvin 40 SC, HERBICID - Croatia",HR_Kelvin_40_SC_pkg_txt_hr_pms.eps,Never,Croatia; Kelvin 40 SC; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",Croatia
"Pallas OKVAŠIVAČ, ADJUVANT",Pallas OKVAŠIVAČ; ADJUVANT - Bosnian and Herzegovina,BA_Pallas_OKVASIVAC_pkg_bdg_bs_pms.eps,Never,"Bosnia and Herzegovina, Pallas OKVAŠIVAČ; ADITIV; Bosnian; Adjuvant","PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue, Black",
"Pallas OKVAŠIVAČ, ADJUVANT",Pallas OKVAŠIVAČ; ADJUVANT - Bosnian and Herzegovina,BA_Pallas_OKVASIVAC_pkg_txt_bs_pms.eps,Never,"Bosnia and Herzegovina, Pallas OKVAŠIVAČ; ADITIV; Bosnian; Adjuvant","PMS 214 C Pink, PMS 285 C Blue, Black",
Korvetto HERBICIDE,Korvetto; HERBICIDE - Croatia,HR_Korvetto_Arylex_active_pkg_bdg_hr_pms.eps,Never,Croatia; Korvetto; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Croatia
Korvetto HERBICIDE,Korvetto; HERBICIDE - Croatia,HR_Korvetto_Arylex_active_pkg_txt_hr_pms.eps,Never,Croatia; Korvetto; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",Croatia
"Vivolt OKVAŠIVAČ, ADJUVANT",Vivolt OKVAŠIVAČ; ADITIV - Croatia,HR_Vivolt_pkg_bdg_hr_pms.eps,Never,"Croatia; Vivolt OKVAŠIVAČ; ADITIV; Croatian, Adjuvant","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Croatia
"Vivolt OKVAŠIVAČ, ADJUVANT",Vivolt OKVAŠIVAČ; ADITIV - Croatia,HR_Vivolt_pkg_txt_hr_pms.eps,Never,"Croatia; Vivolt OKVAŠIVAČ; ADITIV; Croatian, Adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Croatia
"Vivolt MOČILO, ADJUVANT",Vivolt MOČILO; ADJUVANT - Slovenia,SI_Vivolt_pkg_bdg_sl_pms.eps,Never,"Slovenia; Vivolt MOČILO; ADITIV; Croatian, Slovenian; Adjuvant","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Slovenia
"Vivolt MOČILO, ADJUVANT",Vivolt MOČILO; ADJUVANT - Slovenia,SI_Vivolt_pkg_txt_sl_pms.eps,Never,"Slovenia; Vivolt MOČILO; ADITIV; Croatian, Slovenian; Adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Slovenia
Zorvec Vinabria 510 SC FUNGICIDE,"Zorvec Vinabria 510 SC, FUNGICIDE - Greece",GR_Zorvec_Vinabria_510_SC_pkg_txt_el_pms.eps,Never,"Greece, Zorvec Vinabria 510 SC, ΜΥΚΗΤΟΚΤΟΝΟ, Greek, FUNGICIDE","Black, PMS 513 C Purple, PMS 285 C Blue",Greece
Zorvec Vinabria 510 SC FUNGICIDE,"Zorvec Vinabria 510 SC, FUNGICIDE - Greece",GR_Zorvec_Vinabria_510_SC_pkg_bdg_el_pms.eps,Never,"Greece, Zorvec Vinabria 510 SC, ΜΥΚΗΤΟΚΤΟΝΟ, Greek, FUNGICIDE","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Greece
Lumiposa INSECTICIDE SEED TREATMENT,"Lumiposa, Insecticide Seed Treatment - Spain",ES_Lumiposa_pkg_txt_es_pms.eps,Never,"Spain, Lumiposa, TRATAMIENTO INSECTICIDA DE SEMILLAS, Spanish, Seed Treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",Spain
Lumiposa INSECTICIDE SEED TREATMENT,"Lumiposa, Insecticide Seed Treatment - Spain",ES_Lumiposa_pkg_bdg_es_pms.eps,Never,"Spain, Lumiposa, TRATAMIENTO INSECTICIDA DE SEMILLAS, Spanish, Seed Treatment","Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",Spain
Lumiposa INSECTICIDE SEED TREATMENT,"Lumiposa, Insecticide Seed Treatment - Portugal",PT_Lumiposa_pkg_txt_pt_pms.eps,Never,"Portugal, Lumiposa,TRATAMENTO INSETICIDA PARA SEMENTES, Portuguese, Insecticide Seed Treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",Portugal
Lumisena FUNGICIDE SEED TREATMENT,"Lumiposa, Fungicide Seed Treatment - Spain",ES_Lumisena_pkg_txt_es_pms.eps,Never,"Spain, Lumiposa, TRATAMIENTO FUNGICIDA DE SEMILLAS., spanish, Seed Treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",Spain
